death_prob,vul_penalty,vax_effect,viral_age_effect,immune_adaptation_effect,infection_prob,vax_harm_score,deaths_vax,deaths_no_vax,steps_vax,steps_no_vax,auc_vax,auc_no_vax,delta_auc,non_vul_proportion_dead_delta,vulnerable_proportion_dead_delta,seeds,viral_age_delta,immunity_delta,total_unique_infected_delta,total_infections_delta,vul_infections_delta,non_vul_infections_delta,avg_reinfections_delta
0.021169657467241865,2,0.10096669918789347,0.8905867559591516,0.05,0.25,0.00584,0.04537,0.051210000000000006,90.775,90.715,45.63245500000001,51.096875,-5.4644200000000005,-0.007258587763809733,0.00889654970760789,"(np.float64(2479399196.0), np.float64(2479399196.0))",0.27906,0.01153,-0.755,-29.73,-2.52,-27.21,-0.05542549539497611
0.050086809280779195,2,0.8894957859853823,0.10006947769557036,0.05,0.25,0.42066,0.0018100000000000002,0.42247,6.645,137.13,0.10194,22.253745,-22.151805,-0.4632661172351043,-0.038739138358092125,"(np.float64(1717163899.0), np.float64(1717163899.0))",-6.955520000000002,-0.99092,-417.335,-750.76,-60.045,-690.715,-0.7069168545305041
0.8971968833159907,2,0.8883744082859004,0.8818820296982145,0.05,0.25,0.08704,0.02152,0.10856000000000002,7.31,63.32,0.09168,11.216565000000001,-11.124884999999999,-0.09629189397745366,-0.0023611906659794127,"(np.float64(1649346764.0), np.float64(1649346764.0))",-4.7683,-0.38534999999999997,-285.375,-414.805,-27.97,-386.835,-0.35217397760853797
0.8966738118898974,2,0.11147253497664576,0.8944313099736936,0.05,0.25,-0.002980000000000001,0.11349000000000001,0.11051000000000002,64.355,64.52,13.683250000000001,16.84949,-3.1662400000000006,0.0014123904780601517,0.017438127611703175,"(np.float64(1314905149.0), np.float64(1314905149.0))",-0.48471,-0.043359999999999996,-24.74,-58.02,-0.845,-57.175,-0.04506506538175831
0.02221449801999316,2,0.8998456169483197,0.10824074916240783,0.05,0.25,0.27534000000000003,0.00066,0.276,6.675,132.335,0.101385,37.570905,-37.46952,-0.3038145000359957,-0.022976395026882198,"(np.float64(1893441417.0), np.float64(1893441417.0))",-9.460740000000001,-1.9514099999999999,-440.17,-1211.475,-92.625,-1118.85,-1.5662525924911148
0.8968402042373799,2,0.8853224645846277,0.12822308294926926,0.05,0.25,0.09318000000000001,0.023780000000000003,0.11696000000000001,6.685,6.81,0.08711000000000002,0.06427000000000001,0.022840000000000006,-0.10385902033480537,0.002454016683421684,"(np.float64(1735715447.0), np.float64(1735715447.0))",-0.02173,0.07555999999999999,-8.835,-8.81,0.155,-8.965,0.0005020581032905558
0.022489284640393584,2,0.10332088678533911,0.11979955402726353,0.05,0.25,0.06318,0.293,0.35617999999999994,134.485,137.695,37.87582999999999,42.192605,-4.316775,-0.06921262378564495,-0.009600314592241657,"(np.float64(1234080723.0), np.float64(1234080723.0))",0.64107,0.03851,-2.08,-19.185,-0.28,-18.905,-0.027796467129190646
0.8781721945822966,2,0.10595143359864245,0.8969751580041433,0.05,0.25,-0.0031899999999999997,0.11105000000000001,0.10786000000000001,65.835,64.62,14.898535000000003,17.89413,-2.995595,0.001994605182666318,0.014509491252321167,"(np.float64(1766170773.0), np.float64(1766170773.0))",-0.29434999999999995,-0.034600000000000006,-13.695,-45.86,-2.085,-43.775,-0.038144908921414124
0.8999339478669078,2,0.10158332821061791,0.10229847890050872,0.05,0.25,-0.0020300000000000006,0.11797,0.11594000000000002,3.575,2.96,0.032525000000000005,0.021300000000000003,0.011225000000000002,0.0016723485336922128,0.0052411598595895085,"(np.float64(4110022777.0), np.float64(4110022777.0))",0.00206,0.0,1.015,1.015,0.21,0.805,0.0
0.021441097340039496,2,0.8909173177212316,0.8860982586443205,0.05,0.25,0.03598,0.0006900000000000001,0.03667,6.595,72.325,0.09997,33.66366,-33.56369,-0.04001290207694143,0.0002603119025810617,"(np.float64(3766153543.0), np.float64(3766153543.0))",-6.857650000000001,-1.63816,-438.22,-1084.675,-84.255,-1000.42,-1.3187259040722525
0.03633785164184489,2,0.8898370735581781,0.8993950866708652,0.05,0.25,0.053040000000000004,0.0014200000000000003,0.05446000000000001,6.73,72.945,0.103855,32.63351,-32.529655000000005,-0.05902984562212409,0.0005923786829156728,"(np.float64(1930655417.0), np.float64(1930655417.0))",-6.82774,-1.57486,-436.555,-1052.08,-82.12,-969.96,-1.2561451677734488
0.0179136623676514,2,0.11852727245153574,0.10807500295845332,0.05,0.25,0.06602000000000001,0.27119,0.33721,143.505,145.94,41.106579999999994,46.90575499999999,-5.799175,-0.07376329305232793,-0.01701269292200129,"(np.float64(55451224.0), np.float64(55451224.0))",0.58728,0.005080000000000016,-1.745,-45.975,2.535,-48.51,-0.08246829305869909
0.8968542710836918,2,0.898649742344967,0.11546866748685201,0.05,0.25,0.09186,0.02032,0.11218000000000002,5.86,5.92,0.08185,0.055040000000000006,0.026810000000000004,-0.10240541935107299,0.004176092701225889,"(np.float64(4187889208.0), np.float64(4187889208.0))",-0.018690000000000002,0.07812999999999999,-6.89,-6.865,0.31,-7.175,0.0004574978821236841
0.021165257587836977,2,0.11165096821650647,0.11031548400969557,0.05,0.25,0.07193000000000001,0.29393,0.36585999999999996,138.075,143.7,37.765365,42.991170000000004,-5.225805,-0.07917472029527285,-0.011290479230195945,"(np.float64(3304710148.0), np.float64(3304710148.0))",0.59784,0.02301999999999999,-2.285,-36.785,-0.515,-36.27,-0.061997373697841314
0.8925804323995504,2,0.13548267323561725,0.8848274927174022,0.05,0.25,0.00168,0.10962000000000001,0.11130000000000001,63.615,63.32,12.737015000000001,16.629545,-3.89253,-0.002042288960589852,0.0007779011688622609,"(np.float64(3128354522.0), np.float64(3128354522.0))",-0.6475799999999999,-0.04803999999999999,-40.94,-75.5,-1.995,-73.505,-0.04380253582402716
0.8921365329409235,2,0.8781500296775173,0.10209046099184578,0.05,0.25,0.09396,0.023580000000000004,0.11754000000000002,6.855,7.47,0.08541,0.08387,0.0015400000000000036,-0.10403217043882673,-0.0040519312540682195,"(np.float64(177686625.0), np.float64(177686625.0))",-0.04155,0.07429999999999999,-10.04,-10.195,-0.1,-10.095,-0.0005888551908026706
0.028179202615336685,2,0.8804661005979793,0.8902520835335258,0.05,0.25,0.04462,0.00134,0.04596,8.085,73.12,0.11539000000000002,33.69904,-33.58365,-0.0497417410992843,0.0009452727280258358,"(np.float64(4157992977.0), np.float64(4157992977.0))",-6.930829999999999,-1.6324699999999999,-438.01,-1083.74,-87.935,-995.805,-1.3132662794532592
0.8833096788622905,2,0.12319991331025523,0.8836140557577319,0.05,0.25,0.00234,0.11095000000000002,0.11329,64.315,63.16,13.882065,16.51044,-2.6283749999999997,-0.002490244278382436,-0.0007408142096922243,"(np.float64(92770866.0), np.float64(92770866.0))",-0.49028999999999995,-0.0034699999999999974,-31.58,-47.615,-2.42,-45.195,-0.011118356711260283
