death_prob,vul_penalty,vax_effect,viral_age_effect,immune_adaptation_effect,infection_prob,vax_harm_score,deaths_vax,deaths_no_vax,steps_vax,steps_no_vax,auc_vax,auc_no_vax,delta_auc,non_vul_proportion_dead_delta,vulnerable_proportion_dead_delta,seeds,viral_age_delta,immunity_delta,total_unique_infected_delta,total_infections_delta,vul_infections_delta,non_vul_infections_delta,avg_reinfections_delta,actual_diff
0.893919685266205,2,0.1017960810049524,0.10213274450930535,0.05,0.25,-0.00183,0.11818000000000001,0.11635000000000001,3.78,3.225,0.03379000000000001,0.049305,-0.015515000000000006,0.0014847232631006316,0.004427504041312252,"(np.float64(57889038.0), np.float64(57889038.0))",-0.02902,-0.0006999999999999999,0.105,-0.06,0.075,-0.135,-0.000572238199966164,0.00183
0.889648061653783,2,0.1278831163635804,0.8794723564563339,0.05,0.25,-0.00019000000000000044,0.11008000000000001,0.10989000000000003,62.79,63.42,13.032435,16.58096,-3.5485249999999997,-0.0008687823935168115,0.01019769428241472,"(np.float64(2330605114.0), np.float64(2330605114.0))",-0.7487199999999998,-0.048089999999999994,-44.815,-78.015,-2.815,-75.2,-0.045013906422658456,0.00019000000000000044
0.8935623713876792,2,0.12639776001962427,0.10461817993660737,0.05,0.25,-0.00369,0.1189,0.11521,4.08,3.38,0.037465000000000005,0.12370999999999999,-0.08624499999999997,0.0027383435579993965,0.0126353842709814,"(np.float64(1599075348.0), np.float64(1599075348.0))",-0.07146999999999999,-0.00377,0.04,-1.365,0.225,-1.59,-0.003321513002364066,0.00369
0.8871318106146002,2,0.1406067977355721,0.11312255660118462,0.05,0.25,-0.005549999999999999,0.11971,0.11416,4.76,3.385,0.09339,0.03725,0.05614000000000001,0.005112533318654846,0.009532914441460727,"(np.float64(1161882152.0), np.float64(1161882152.0))",0.03566,0.0014200000000000003,3.81,4.21,0.75,3.46,0.001629684279860959,0.005549999999999999
0.8980227174741412,2,0.10750330801258211,0.10447487222616055,0.05,0.25,-0.001900000000000001,0.11596000000000001,0.11406000000000002,4.015,3.05,0.047560000000000005,0.0217,0.025859999999999998,0.0004323395285519338,0.013276377507966316,"(np.float64(3336236305.0), np.float64(3336236305.0))",0.019039999999999998,0.0004,1.46,1.535,0.915,0.62,0.00043352601156069315,0.001900000000000001
0.8931588394489448,2,0.10120089810189273,0.13062357392147145,0.05,0.25,-0.0012300000000000004,0.11917000000000001,0.11794,4.88,3.085,0.08190000000000001,0.022895000000000002,0.05900500000000001,0.0001549238260610006,0.01156766962482617,"(np.float64(1775124208.0), np.float64(1775124208.0))",0.047819999999999994,0.00148,2.215,2.5,0.695,1.805,0.0011593647111643223,0.0012300000000000004
0.8921454935145708,2,0.10286439990411936,0.8852593537623971,0.05,0.25,-0.000489999999999998,0.11220000000000002,0.11171000000000003,64.11,62.31,14.310525,16.227954999999998,-1.91743,-0.0003986702997668168,0.009557577673655534,"(np.float64(3179577971.0), np.float64(3179577971.0))",-0.15954999999999994,0.016659999999999998,-14.5,-21.96,0.05,-22.01,0.0043376459539631596,0.000489999999999998
0.8854720869338977,2,0.10231039029604778,0.10990929644730035,0.05,0.25,-0.00030000000000000084,0.11732000000000001,0.11702,4.245,3.5,0.08032500000000001,0.03336,0.046964999999999986,-0.00010005120711721827,0.003677722019503615,"(np.float64(1723445132.0), np.float64(1723445132.0))",0.032369999999999996,0.0015199999999999999,1.025,1.41,0.26,1.15,0.0007105139085337098,0.00030000000000000084
0.8934075420866623,2,0.10659932516940476,0.11067144487982904,0.05,0.25,-0.00039000000000000016,0.11757000000000001,0.11718,4.175,2.985,0.041615,0.022745000000000005,0.018869999999999998,0.0001909873806043217,0.0018622461074377105,"(np.float64(1252276728.0), np.float64(1252276728.0))",0.0139,0.00018999999999999998,0.515,0.555,0.225,0.33,0.0002985074626865669,0.00039000000000000016
0.8991653382593752,2,0.10450983791234769,0.8917406418642743,0.05,0.25,-0.0012700000000000003,0.11206,0.11079,64.725,63.405,14.222605000000001,16.546789999999998,-2.324185,-0.00013607820959667645,0.013964754627756268,"(np.float64(4228955776.0), np.float64(4228955776.0))",-0.27296,0.0028499999999999992,-22.88,-34.945,-0.485,-34.46,-0.007648795928670925,0.0012700000000000003
